;Locality;Type of property;Subtype of property;Price;Number of bedrooms;Livable surface;Kitchen equipment;Number of bathrooms;Number of toilets;Floor of appartment;Number of floors;Balcony;State of the property;Build Year;Surface bedroom 1;Furnished;Surface of living-room;Cellar;Surface kitchen;Entry phone;Elevator;Number of showers;Orientation of the front facade;Number of facades;Terrace;Surface terrace;Surface bedroom 2;Security door;Access for disabled;Sewer Connection;Garden;Surface garden;Surface bedroom 3;Garage
1394;1070 Anderlecht;house;mixed-building;585000;4;125;Partially equipped;2;2;;3;0;Excellent;;20;0;30;0;13,61714756;0;0;2;;2;0;0;11;0;0;1;0;;10;0
1395;1070 Anderlecht;house;mixed-building;1300000;6;230;Partially equipped;1;1;;3;0;Normal;;31,20594285;0;67,36836683;1;25,0555515;0;0;1;;2;0;;25,26086387;0;0;1;0;;20,5089564;0
1396;1070 Anderlecht;house;mixed-building;595000;;;Partially equipped;1;1;;;0;Normal;1938;;0;;0;;0;0;1;;2;0;0;;0;0;1;0;;;0
1397;1070 Anderlecht;house;mixed-building;1250000;;;Partially equipped;1;1;;;0;New;;;0;;0;;0;0;1;;2;0;;;0;0;1;0;;;0
1398;1070 Anderlecht;flat;penthouse;325000;3;119;Super equipped;2;2;3;3;0;Normal;2016;19;0;35;1;12,96352447;1;0;1;;2;1;10;10;0;0;1;0;;18;0
1399;1070 Anderlecht;flat;penthouse;310000;2;78;Super equipped;1;1;6;6;0;Normal;2018;15;0;22,84666353;1;8,497100074;1;1;1;;2;1;13;10;1;1;1;0;;6,955211302;1
1400;1070 Anderlecht;flat;penthouse;339750;2;121;Partially equipped;1;1;3;;0;Normal;;16,4170395;0;35,44161907;0;13,18139883;1;0;1;South-west;2;1;14;13,28941099;0;0;1;0;;10,78949446;0
1401;1070 Anderlecht;flat;studio;95000;;34;Partially equipped;1;1;8;;0;Normal;1967;4,613052422;0;28;0;3,703864135;1;1;1;;2;1;5;3,734214659;0;0;1;0;;3,031758773;0
1402;1070 Anderlecht;flat;studio;130000;;30;Partially equipped;1;1;1;6;0;Normal;2018;4,070340372;0;20;1;4;1;1;1;;2;0;0;3,294895288;0;1;1;0;;2,67508127;0
1403;1070 Anderlecht;flat;studio;159000;;54;Super equipped;1;1;;8;0;New;2020;7,32661267;0;33;1;5,882607744;1;1;1;;2;1;12;5,930811518;0;0;1;0;;4,815146286;0
1404;1070 Anderlecht;flat;studio;180000;;53;Partially equipped;1;1;;3;0;New;2021;7,190934657;0;38;0;5,773670563;1;0;1;South;4;0;0;5,820981675;0;0;1;0;;4,72597691;0
1405;1070 Anderlecht;flat;studio;119000;;33;Partially equipped;1;1;8;20;0;Normal;1967;4,477374409;1;21;0;3,594926955;1;1;1;;2;1;5;3,624384817;0;1;1;0;;2,942589397;0
1407;1070 Anderlecht;flat;duplex;185000;2;80;Partially equipped;2;1;2;;0;New;;10,85424099;0;23,43247542;0;8,714974435;1;0;1;;2;0;0;8,786387434;0;0;1;0;;7,133550053;0
1408;1070 Anderlecht;flat;duplex;315000;2;110;Partially equipped;1;2;;;0;Normal;;14,92458136;0;32,2196537;0;11,98308985;1;0;1;;2;0;0;12,08128272;0;0;1;0;;9,808631323;0
1409;1070 Anderlecht;flat;duplex;230000;1;90;Super equipped;1;2;;1;0;Normal;;18;0;26,36153485;0;9,80434624;1;0;1;;2;1;8;9,884685863;0;0;1;0;;8,02524381;0
1410;1070 Anderlecht;flat;duplex;335000;3;109;Partially equipped;1;2;3;4;0;Normal;1995;12;0;42;0;11,87415267;1;1;1;;2;0;0;16;1;0;1;0;;17;0
1411;1070 Anderlecht;flat;duplex;199000;3;105;Partially equipped;2;1;3;5;0;To be renovated;1930;14;0;30,75512399;0;11,43840395;1;0;1;;2;0;0;13;0;0;1;0;;12;0
1412;1070 Anderlecht;flat;duplex;270000;4;145;Partially equipped;1;1;3;4;0;New;1923;16;0;36;1;15,79589116;1;0;1;;2;0;0;17;0;0;1;0;;24;0
1413;1070 Anderlecht;flat;duplex;260000;2;100;Partially equipped;1;1;3;4;0;New;;13,56780124;0;29,29059427;0;10,89371804;1;0;1;;2;0;0;10,98298429;0;0;1;0;;8,916937566;0
1414;1070 Anderlecht;flat;duplex;249000;3;113;Partially equipped;1;2;2;3;0;Excellent;1933;15;0;38;1;7;1;0;1;;2;0;0;13;0;0;1;0;;8;0
1415;1070 Anderlecht;flat;ground-floor;249000;2;71;Super equipped;1;1;;2;0;Normal;;14;0;30;0;5;1;0;1;;2;1;24;14;0;1;1;0;;6,331025672;0
1416;1070 Anderlecht;flat;ground-floor;195000;2;70;Partially equipped;1;1;;2;0;Excellent;;9,497460868;0;20,50341599;0;7,625602631;1;0;1;;2;0;0;7,688089005;0;0;1;0;;6,241856296;0
1417;1070 Anderlecht;flat;ground-floor;269000;2;76;Partially equipped;1;1;;4;0;Normal;1995;16;0;28;1;14;1;1;1;;2;0;0;8;1;0;1;0;;6,77687255;0
1418;1070 Anderlecht;flat;ground-floor;309000;2;125;Super equipped;1;2;;2;0;Normal;1953;17;0;45;1;13;1;0;1;;3;1;15;9;1;0;1;0;;11,14617196;0
1419;1070 Anderlecht;house;residence;249000;2;75;Partially equipped;1;1;;;0;Excellent;1947;14;0;24;1;8,170288533;0;0;1;;2;0;0;10;0;0;1;0;;6,687703175;0
1420;1070 Anderlecht;house;residence;279000;3;120;Partially equipped;1;1;;2;0;Normal;;16,28136149;0;33;0;13,07246165;0;0;1;;2;1;10;13,17958115;0;0;1;1;25;10,70032508;0
1421;1070 Anderlecht;house;residence;345000;3;130;Partially equipped;1;1;;2;0;To be renovated;;17,63814161;0;38,07777256;0;14,16183346;0;0;1;;2;0;0;14,27787958;0;0;1;0;;11,59201884;0
1422;1070 Anderlecht;house;residence;355000;6;209;Partially equipped;3;4;;;0;Excellent;;15;0;25;1;22,76787071;0;0;3;;2;0;0;14;0;0;1;0;;12;0
1423;1070 Anderlecht;house;residence;570000;4;365;Partially equipped;1;1;;;0;Normal;;49,52247453;0;120;0;39,76207086;0;0;1;North-west;3;1;80;40,08789267;0;0;1;1;435;32,54682212;1
1424;1070 Anderlecht;house;residence;350000;6;;Partially equipped;1;1;;3;0;To be renovated;1903;;0;;0;;0;0;1;South-east;2;0;0;;0;0;1;0;;;0
1425;1070 Anderlecht;house;residence;399000;3;140;Partially equipped;1;2;;1;0;Normal;1967;15;0;30;0;15,25120526;0;0;1;North;3;0;0;12;0;1;1;1;238;12;1
1426;1070 Anderlecht;house;residence;365000;3;190;Partially equipped;2;2;;3;0;Excellent;1900;12;0;22;1;20,69806428;1;0;2;South-east;2;1;5;12;0;0;1;0;;12;0
1427;1070 Anderlecht;house;residence;259000;5;195;Not equipped;2;3;;3;0;Excellent;1986;14;0;24;1;10;0;0;2;;2;0;0;25;0;0;1;0;;16;0
1428;1070 Anderlecht;house;residence;269000;2;120;Partially equipped;1;1;;2;0;Excellent;;16;0;46;1;17;1;0;1;;2;1;18;11;0;1;1;0;;10,70032508;0
1429;1070 Anderlecht;house;residence;423000;7;279;Not equipped;1;1;;4;0;To be renovated;;20;0;81,72075803;0;30,39347334;0;0;1;South-west;2;0;0;20;0;0;0;0;;13;0
1430;1070 Anderlecht;house;residence;399000;5;210;Partially equipped;2;3;;2;0;To be renovated;1927;28,4923826;0;35;0;22,87680789;0;0;1;;2;1;10;23,06426701;0;0;1;1;135;18,72556889;0
1431;1070 Anderlecht;house;residence;485000;3;180;Partially equipped;1;1;;3;0;New;;12;0;33;0;17;0;0;1;;2;0;0;14;0;0;1;1;34;9;1
1432;1070 Anderlecht;house;residence;330000;6;298;Partially equipped;2;5;;;0;New;;20;0;87,28597094;1;32,46327977;0;0;2;;2;0;0;20;0;0;1;1;16;20;0
1433;1070 Anderlecht;house;residence;365000;3;190;Fully equipped;1;1;;;0;Normal;1899;25,77882236;0;18;1;10;0;0;1;;2;1;57;20,86767016;0;0;1;0;;16,94218138;0
1434;1070 Anderlecht;house;residence;449000;4;140;Partially equipped;2;3;;2;0;Normal;;18;0;16;1;15,25120526;0;0;2;;2;1;10;15;0;0;1;1;80;7;0
1435;1070 Anderlecht;house;residence;449000;4;170;Super equipped;1;3;;3;0;Normal;1960;14;0;40;1;18,51932068;1;0;1;South;2;1;18;15;0;0;1;1;90;11;1
1436;1070 Anderlecht;house;residence;309000;3;90;Partially equipped;1;2;;2;0;Excellent;1958;9;0;20;1;9,80434624;0;0;1;;2;1;16;19;0;0;1;0;;8,02524381;1
1437;1070 Anderlecht;house;residence;275000;4;150;Not equipped;1;2;;3;0;To be renovated;1891;16;0;31;1;6;0;0;1;West;2;1;14;13;0;0;1;0;;12;0
1438;1070 Anderlecht;house;residence;595000;5;520;Partially equipped;1;1;;;0;Normal;;70,55256645;0;27;0;56,64733383;0;0;2;South-east;2;0;0;57,11151832;0;0;1;0;;46,36807534;0
1439;1070 Anderlecht;house;residence;980000;7;236;Partially equipped;1;2;;2;0;Normal;1922;19;0;16;1;25,70917458;0;0;1;;4;0;0;19;0;0;1;0;;18;1
1440;1070 Anderlecht;house;residence;375000;4;150;Not equipped;1;2;;3;0;To be renovated;1891;16;0;31;1;6;0;0;1;West;2;1;14;13;0;0;1;0;;12;0
1441;1070 Anderlecht;house;residence;750000;2;315;Partially equipped;1;1;;;0;Normal;;42,73857391;0;160;0;34,31521184;0;0;1;South-west;2;1;120;34,59640052;0;0;1;0;;28,08835333;1
1442;1070 Anderlecht;house;residence;1450000;5;750;Partially equipped;3;1;;;0;Normal;;101,7585093;0;110;0;81,70288533;0;0;2;South;2;1;200;82,37238219;0;0;1;0;;66,87703175;1
1443;1070 Anderlecht;flat;apartment;199000;2;74;Super equipped;1;1;11;;0;Normal;1978;15;0;26;1;9;1;1;1;;2;1;15;11;0;0;1;0;;6,598533799;0
1444;1070 Anderlecht;flat;apartment;223000;2;95;Fully equipped;1;1;1;;1;Normal;;12,88941118;0;31;1;10,34903214;1;1;1;;2;0;0;10,43383508;0;0;1;0;;8,471090688;0
1445;1070 Anderlecht;flat;apartment;245000;3;110;Partially equipped;1;1;5;;0;New;;12;0;40;0;11,98308985;1;0;1;;2;1;8;11;0;0;1;0;;12;0
1446;1070 Anderlecht;flat;apartment;160000;1;73;Partially equipped;1;1;2;9;0;Excellent;1969;15;0;29;1;8;1;1;1;;4;1;8;8,017578534;0;0;1;0;;6,509364423;0
1447;1070 Anderlecht;flat;apartment;159000;1;60;Partially equipped;1;1;2;2;0;Excellent;;18;0;16;0;11;1;0;1;;2;1;3;6,589790576;0;0;1;0;;5,35016254;0
1448;1070 Anderlecht;flat;apartment;210000;1;73;Partially equipped;1;1;;3;0;To be renovated;1930;9,904494905;0;35;0;7,952414172;1;0;1;;2;0;0;8,017578534;0;0;1;0;;6,509364423;0
1449;1070 Anderlecht;flat;apartment;135000;1;45;Partially equipped;1;1;6;;0;Normal;1966;12;0;13,18076742;0;4,90217312;1;0;1;;2;0;0;4,942342932;0;0;1;0;;4,012621905;0
1450;1070 Anderlecht;flat;apartment;315000;2;110;Partially equipped;1;2;;;0;Normal;;14,92458136;0;32,2196537;0;11,98308985;1;0;1;;2;0;0;12,08128272;0;0;1;0;;9,808631323;0
1451;1070 Anderlecht;flat;apartment;315000;2;93;Partially equipped;1;2;;;0;Normal;;12,61805515;0;27,24025268;0;10,13115778;1;0;1;;2;0;0;10,21417539;0;0;1;0;;8,292751937;0
1453;1070 Anderlecht;flat;apartment;149000;1;41;Partially equipped;1;1;1;;0;New;;12;0;25;0;4,466424398;1;0;1;;2;1;2;4,50302356;0;0;1;0;;3,655944402;0
1454;1070 Anderlecht;flat;apartment;199000;2;84;Partially equipped;1;1;;12;0;Normal;1978;11,39695304;0;24,60409919;0;9,150723157;1;1;1;;2;1;15;9,225706806;0;0;1;0;;7,490227556;0
1455;1070 Anderlecht;flat;apartment;260000;2;115;Super equipped;1;2;;3;0;Normal;2003;12;0;45;1;13;1;1;1;;3;0;0;16;1;1;1;0;;10,2544782;0
1456;1070 Anderlecht;flat;apartment;179000;2;70;Partially equipped;1;1;2;;0;Normal;;9,497460868;0;27;0;7,625602631;1;0;1;North-west;2;0;0;7,688089005;0;0;1;0;;6,241856296;0
1457;1070 Anderlecht;flat;apartment;150000;1;55;Partially equipped;1;1;;2;0;Normal;1940;18;0;16,10982685;1;5,991544924;1;0;1;;2;0;0;6,040641361;0;0;1;0;;4,904315661;0
1458;1070 Anderlecht;flat;apartment;165000;1;70;Partially equipped;1;1;1;;0;Normal;;9,497460868;0;34;0;7,625602631;1;0;1;;2;1;4;7,688089005;0;0;1;0;;6,241856296;0
1459;1070 Anderlecht;flat;apartment;415000;3;155;Partially equipped;1;2;2;3;0;To be renovated;;27;0;44;1;16,88526297;1;0;1;;3;0;0;11;0;0;1;0;;14;0
1460;1070 Anderlecht;flat;apartment;265000;2;98;Partially equipped;1;1;2;;0;New;;16;0;39;1;8;1;1;1;;2;0;0;11;1;0;1;0;;8,738598815;0
1461;1070 Anderlecht;flat;apartment;145000;1;45;Partially equipped;1;1;3;;0;Normal;;17;0;15;0;4,90217312;1;0;1;;2;0;0;4,942342932;0;0;1;0;;4,012621905;0
1462;1070 Anderlecht;flat;apartment;235000;3;105;Partially equipped;1;1;9;12;0;Normal;1965;13;0;30;1;10;1;1;1;;2;0;0;11;1;1;1;0;;13;0
1463;1070 Anderlecht;flat;apartment;189000;2;63;Partially equipped;1;1;2;2;0;Excellent;;17;0;22;1;6,863042368;1;0;1;;2;0;0;8;0;0;1;0;;5,617670667;1
1464;1070 Anderlecht;flat;apartment;179000;2;75;Super equipped;1;1;4;;0;Excellent;1997;10;0;28;1;8;1;1;1;;2;0;0;14;1;0;1;0;;6,687703175;0
1465;1070 Anderlecht;flat;apartment;213000;2;83;Fully equipped;1;1;2;;0;Normal;1959;11,26127503;0;22;1;9,041785977;1;1;1;;2;0;0;9,115876963;0;0;1;0;;7,40105818;0
1466;1070 Anderlecht;flat;apartment;229000;2;71;Super equipped;1;1;3;4;0;Normal;2000;10;0;28;0;7,734539811;1;1;1;;2;0;0;10;1;1;1;0;;6,331025672;1
1467;1070 Anderlecht;flat;apartment;192500;2;77;Fully equipped;1;1;;;0;Excellent;1962;13;0;2;1;9;1;0;1;;2;1;7;12;0;0;1;0;;6,866041926;1
1469;1070 Anderlecht;flat;apartment;269000;2;95;Super equipped;1;1;2;4;0;Normal;2011;16;1;35;1;15;1;1;1;;2;1;8;13;1;1;1;0;;8,471090688;0
1470;1070 Anderlecht;flat;apartment;199000;2;80;Partially equipped;1;1;4;7;0;Normal;1971;16;0;28;1;8,714974435;1;1;1;;4;1;17;9;1;0;1;0;;7,133550053;0
1471;1070 Anderlecht;flat;apartment;182000;1;76;Super equipped;1;1;2;4;0;Normal;1991;10,31152894;0;43;1;5;1;1;1;;2;0;0;8,347068062;1;0;1;0;;6,77687255;0
1472;1070 Anderlecht;flat;apartment;375000;2;93;Super equipped;1;1;5;16;0;Normal;2020;14;0;29;1;10,13115778;1;1;1;;2;1;36;10;1;0;1;0;;8,292751937;0
1473;1070 Anderlecht;flat;apartment;285000;2;119;Partially equipped;1;1;1;2;0;Excellent;1950;17;0;39;0;12,96352447;1;0;1;;2;1;5;14;0;0;1;0;;10,6111557;1
1474;1070 Anderlecht;flat;apartment;212000;2;82;Partially equipped;1;1;;16;0;Normal;1968;11,12559702;0;26;0;8,932848796;1;1;1;;2;1;12;9,00604712;0;0;1;0;;7,311888804;1
1475;1070 Anderlecht;flat;apartment;169000;1;60;Partially equipped;1;1;1;2;0;Excellent;;18;0;16;1;11;1;0;1;;2;1;3;6,589790576;0;0;1;0;;5,35016254;0
1476;1070 Anderlecht;flat;apartment;420000;2;114;Super equipped;2;1;1;2;0;Normal;2011;13;0;36;0;12,41883857;1;1;1;;2;1;46;15;1;0;1;0;;10,16530883;0
1477;1070 Anderlecht;flat;apartment;162000;1;60;Partially equipped;1;1;;8;0;Normal;1971;8,140680744;0;30;0;6,536230827;1;1;1;;2;1;8;6,589790576;0;0;1;0;;5,35016254;1
1478;1070 Anderlecht;flat;apartment;150000;1;59;Partially equipped;1;1;;3;0;Normal;1940;14;0;17,28145062;1;6,427293646;1;0;1;;2;0;0;6,479960733;0;0;1;0;;5,260993164;0
1479;1070 Anderlecht;flat;apartment;164000;1;64;Partially equipped;1;1;;3;0;Normal;1940;15;0;18,74598034;1;6,971979548;1;0;1;;2;0;0;7,029109947;0;0;1;0;;5,706840042;0
1480;1070 Anderlecht;flat;apartment;178000;2;75;Partially equipped;1;1;1;;0;New;;10;0;24;1;4;1;1;1;;2;1;4;12;0;0;1;0;;6,687703175;0
1481;1070 Anderlecht;flat;apartment;50000;2;72;Partially equipped;1;1;2;12;0;Fully renovated;1965;9;0;30;0;7,843476992;1;1;1;;2;1;5;12;0;0;1;0;;6,420195048;0
1482;1070 Anderlecht;flat;apartment;179000;2;105;Partially equipped;1;1;;5;0;To be renovated;1930;18;0;40;1;11,43840395;1;0;1;;2;0;0;11,53213351;0;0;1;0;;9,362784445;0
1483;1070 Anderlecht;flat;apartment;135000;1;60;Partially equipped;1;1;4;;0;New;1969;10;0;23;1;6,536230827;1;1;1;;2;1;5;6,589790576;0;0;1;0;;5,35016254;0
1484;1070 Anderlecht;flat;apartment;142000;1;60;Partially equipped;1;1;9;11;0;Fully renovated;1971;15;0;17,57435656;0;6,536230827;1;1;1;;4;1;11;6,589790576;0;0;1;0;;5,35016254;0
1485;1070 Anderlecht;flat;apartment;139000;1;50;Partially equipped;1;1;2;;0;Normal;;6,78390062;0;18;0;5,446859022;1;0;1;;2;1;1;5,491492146;0;0;1;0;;4,458468783;0
1486;1070 Anderlecht;flat;apartment;139000;1;50;Partially equipped;1;1;1;;0;Normal;;6,78390062;0;18;0;5,446859022;1;0;1;;2;1;2;5,491492146;0;0;1;0;;4,458468783;0
1487;1070 Anderlecht;flat;apartment;200000;1;55;Not equipped;1;1;3;;0;Normal;1958;7,462290682;0;16,10982685;0;5,991544924;0;1;1;East;2;0;0;6,040641361;0;0;0;0;;4,904315661;0
1488;1070 Anderlecht;flat;apartment;225000;2;82;Partially equipped;1;1;3;4;0;To be renovated;;14;0;37;1;8,932848796;1;1;1;South;2;1;2;10;0;0;1;0;;7,311888804;0
1489;1070 Anderlecht;flat;apartment;300000;3;119;Partially equipped;1;1;4;;0;Normal;;16,14568348;0;22;0;12,96352447;1;0;1;South-east;3;1;7;13,06975131;0;0;1;0;;10,6111557;1
1490;1070 Anderlecht;flat;apartment;155000;2;70;Partially equipped;1;1;12;12;0;Normal;1970;14;0;31;1;7;1;1;1;;2;1;14;9;1;1;1;0;;6,241856296;0
1491;1070 Anderlecht;flat;apartment;210000;2;80;Super equipped;1;1;;;0;Normal;;15;0;28;0;8,714974435;1;0;1;;2;0;0;10;0;0;1;0;;7,133550053;0
1492;1070 Anderlecht;flat;apartment;145000;2;45;Partially equipped;1;1;;3;0;Normal;1948;6,105510558;0;13,18076742;0;4,90217312;1;0;1;;3;0;0;4,942342932;0;0;1;0;;4,012621905;0
1493;1070 Anderlecht;flat;apartment;225000;2;75;Super equipped;1;1;7;;0;Excellent;;16;0;27;1;10;1;1;1;;2;1;12;11;1;0;1;0;;6,687703175;0
1494;1070 Anderlecht;flat;apartment;299000;3;90;Super equipped;1;1;2;2;0;Fully renovated;;16;0;30;0;10;1;0;1;;2;1;3;14;1;0;1;0;;10;0
1495;1070 Anderlecht;flat;apartment;265000;3;110;Partially equipped;1;1;3;6;0;Excellent;;16;0;26;1;9;1;1;1;;2;1;3;10;0;0;1;0;;7;0
1496;1070 Anderlecht;flat;apartment;213000;2;68;Fully equipped;1;1;2;;0;Normal;;9,226104843;0;30;1;7,40772827;1;0;1;;2;0;0;7,468429319;0;0;1;0;;6,063517545;0
1497;1070 Anderlecht;flat;apartment;239000;3;90;Super equipped;1;1;2;3;0;Normal;1960;13;0;34;1;8;1;0;1;;2;0;0;9;1;0;1;0;;9;1
1498;1070 Anderlecht;flat;apartment;215000;2;66;Partially equipped;1;1;;;0;New;;13;0;25;1;8;1;1;1;;2;1;28;10;0;1;1;0;;5,885178794;0
1499;1070 Anderlecht;flat;apartment;179000;2;78;Partially equipped;1;1;;3;0;Normal;1956;10,58288497;0;22,84666353;0;8,497100074;1;0;1;North;2;1;2;8,566727748;0;0;1;0;;6,955211302;1
1500;1070 Anderlecht;flat;apartment;129000;1;42;Partially equipped;1;1;3;3;0;Fully renovated;;12;0;20;0;9;1;0;1;;2;0;0;4,612853403;0;0;1;0;;3,745113778;0
1501;1070 Anderlecht;flat;apartment;225000;2;95;Partially equipped;1;1;3;3;0;New;;12;0;23;0;10,34903214;1;0;1;;2;0;0;16;0;0;1;0;;8,471090688;0
1502;1070 Anderlecht;flat;apartment;169000;2;70;Partially equipped;1;1;6;12;0;Normal;1965;9;0;30;1;7;1;1;1;;4;1;7;13;0;0;1;0;;6,241856296;0
1503;1070 Anderlecht;flat;apartment;170000;2;90;Partially equipped;1;1;3;3;0;Excellent;;15;0;15;1;17;1;0;1;;3;0;0;15;0;0;1;0;;8,02524381;0
1504;1070 Anderlecht;flat;apartment;265000;2;89;Partially equipped;1;1;2;4;0;New;2021;15;0;32;1;9,695409059;1;1;1;;2;1;5;10;0;1;1;0;;7,936074434;0
1505;1070 Anderlecht;flat;apartment;275000;3;120;Super equipped;2;1;2;3;0;Normal;1920;14;0;40;1;4;1;0;1;;2;0;0;15;0;0;1;0;;30;0
1506;1070 Anderlecht;flat;apartment;189000;3;85;Not equipped;1;1;3;12;0;To be renovated;1963;14;0;32;1;6;1;1;1;;2;1;8;11;1;0;1;0;;9;0
1507;1070 Anderlecht;flat;apartment;165000;1;50;Partially equipped;1;1;1;3;0;Excellent;1930;16;0;18;1;8;1;0;1;;3;0;0;5,491492146;0;0;1;0;;4,458468783;0
1508;1070 Anderlecht;flat;apartment;391000;3;115;Partially equipped;3;1;;4;0;New;2021;15,60297143;0;42;0;12,52777575;1;0;1;South;4;1;24;12,63043194;0;0;1;0;;10,2544782;0
1509;1070 Anderlecht;flat;apartment;270000;2;82;Partially equipped;2;1;;3;0;New;2021;11,12559702;0;32;0;8,932848796;1;0;1;South;4;1;7;9,00604712;0;0;1;0;;7,311888804;0
1510;1070 Anderlecht;flat;apartment;205000;1;58;Partially equipped;1;1;;4;0;New;2021;7,869324719;0;28;0;6,318356466;1;0;1;South;4;1;9;6,37013089;0;0;1;0;;5,171823788;0
1511;1070 Anderlecht;flat;apartment;321000;2;92;Partially equipped;2;1;;4;0;New;2021;12,48237714;0;42;0;10,0222206;1;0;1;South;4;1;24;10,10434555;0;0;1;1;15;8,203582561;0
1513;1070 Anderlecht;flat;apartment;215000;2;85;Partially equipped;1;1;3;;0;Normal;;11,53263105;0;33;0;9,259660338;1;0;1;;2;1;2;9,335536649;0;0;1;0;;7,579396931;0
1514;1070 Anderlecht;flat;apartment;270000;2;89;Partially equipped;1;1;1;;0;Normal;;12,0753431;0;28;0;9,695409059;1;0;1;North;2;1;4;9,77485602;0;0;1;1;97;7,936074434;1
1515;1070 Anderlecht;flat;apartment;195000;2;123;Partially equipped;1;1;;3;0;Normal;1940;15;0;36,02743096;1;13,39927319;1;0;1;;2;0;0;13,50907068;0;0;1;0;;10,96783321;0
1516;1070 Anderlecht;flat;apartment;260000;2;82;Partially equipped;1;1;;3;0;New;2021;11,12559702;0;32;0;8,932848796;1;0;1;South;4;1;7;9,00604712;0;0;1;0;;7,311888804;0
1517;1070 Anderlecht;flat;apartment;495000;3;160;Super equipped;1;1;;2;0;Normal;1910;21,70848198;0;40;0;17,42994887;1;0;1;South-west;4;0;0;17,57277487;0;0;1;0;;14,26710011;0
1518;1070 Anderlecht;flat;apartment;220000;2;92;Super equipped;1;1;;21;0;Normal;;12,48237714;0;30;0;10,0222206;1;1;1;South-east;2;0;0;10,10434555;0;0;1;0;;8,203582561;0
1519;1070 Anderlecht;flat;apartment;158000;2;60;Partially equipped;1;1;1;;0;New;;17;0;17;0;6,536230827;1;0;1;;2;0;0;10;0;0;1;0;;5,35016254;0
1520;1070 Anderlecht;flat;apartment;139000;1;53;Partially equipped;1;1;1;5;0;To be renovated;1930;18;0;17;0;5,773670563;1;0;1;;2;0;0;5,820981675;0;0;1;0;;4,72597691;0
1521;1070 Anderlecht;flat;apartment;225000;2;95;Partially equipped;1;1;3;5;0;Normal;1966;17;0;27,82606456;1;10,34903214;1;1;1;;2;1;3;11;0;1;1;0;;8,471090688;0
1522;1070 Anderlecht;flat;apartment;260000;2;100;Super equipped;1;1;3;4;0;Normal;1970;15;0;29,29059427;1;10,89371804;1;1;1;;2;1;2;14;1;0;1;0;;8,916937566;0
1524;1070 Anderlecht;flat;apartment;189000;2;61;Super equipped;1;1;2;3;0;Normal;;16;0;21;0;8;1;0;1;;2;0;0;8;0;0;1;0;;5,439331915;0
1527;1070 Anderlecht;flat;apartment;129000;1;50;Partially equipped;1;1;3;4;0;Normal;;13;0;13;1;5,446859022;1;0;1;;2;0;0;5,491492146;0;0;1;0;;4,458468783;0
1528;1070 Anderlecht;flat;apartment;285000;5;;Super equipped;1;2;1;;0;Excellent;;20;0;20;1;25;1;0;1;;2;1;15;10;0;0;1;0;;10;0
1529;1070 Anderlecht;flat;apartment;159000;2;70;Partially equipped;1;1;16;20;0;Excellent;1963;13;0;29;1;7;1;1;1;;4;1;14;9;0;0;1;0;;6,241856296;1
1530;1070 Anderlecht;flat;apartment;179000;2;70;Partially equipped;1;1;16;16;0;Excellent;;14;0;30;1;7;1;1;1;;4;1;12;9;0;0;1;0;;6,241856296;0
1531;1070 Anderlecht;flat;apartment;189000;1;70;Partially equipped;1;1;1;;0;Excellent;;9,497460868;0;20,50341599;0;7,625602631;1;0;1;;2;0;0;7,688089005;0;0;1;0;;6,241856296;0
1532;1070 Anderlecht;flat;apartment;279000;2;;Super equipped;1;1;4;6;0;Normal;;10;0;;1;6;1;1;1;;4;1;6;13;0;0;1;0;;;0
1533;1070 Anderlecht;flat;apartment;179000;2;70;Super equipped;1;1;20;20;0;Fully renovated;1963;12;0;26;1;8;1;1;1;;4;1;15;9;0;1;1;0;;6,241856296;0
1534;1070 Anderlecht;flat;apartment;219000;3;90;Super equipped;1;1;1;3;0;Excellent;;14;0;25;1;12;1;0;1;;2;0;0;8;0;0;1;0;;14;0
1535;1070 Anderlecht;flat;apartment;175000;2;70;Partially equipped;1;1;4;20;0;Excellent;1963;13;0;30;1;8;1;1;1;;2;1;5;9;1;1;1;0;;6,241856296;0
1536;1070 Anderlecht;flat;apartment;150000;1;60;Partially equipped;1;1;1;2;0;Excellent;;8,140680744;0;17,57435656;0;6,536230827;1;0;1;;2;0;0;6,589790576;0;0;1;0;;5,35016254;0
1537;1070 Anderlecht;flat;apartment;150000;1;60;Partially equipped;1;1;2;2;0;Excellent;;8,140680744;0;17,57435656;0;6,536230827;1;0;1;;2;0;0;6,589790576;0;0;1;0;;5,35016254;0
1538;1070 Anderlecht;flat;apartment;219000;2;70;Super equipped;1;1;2;2;0;Fully renovated;;13;0;24;1;6;1;0;1;;2;1;2;13;0;0;1;0;;6,241856296;1
1539;1070 Anderlecht;flat;apartment;199000;2;85;Super equipped;1;1;2;3;0;Normal;2008;11;0;24;1;12;1;1;1;;2;1;4;16;0;0;1;0;;7,579396931;0
1540;1070 Anderlecht;flat;apartment;199000;2;60;Super equipped;1;1;7;7;0;Normal;1992;11;0;26;1;6;1;1;1;;2;1;6;8;1;0;1;0;;5,35016254;0
1541;1070 Anderlecht;flat;apartment;285000;2;98;Super equipped;1;2;1;;0;Normal;2019;14;1;28,70478239;1;10,67584368;1;1;1;;2;1;;10,76332461;0;1;1;0;;8,738598815;0
1542;1070 Anderlecht;flat;apartment;359000;2;;Partially equipped;1;1;;;0;Normal;;;0;;0;;1;0;2;;2;1;75;;0;0;1;1;55;;0
